entry_time,exit_time,dir,entry,exit,qty,bars_held,pnl,R,return_pct,reason,equity
2025-06-15 00:00:00+00:00,2025-06-16 08:00:00+00:00,long,105414.63,106735.23685,0.06324232857115437,8,75.46814136962435,0.7546814136962434,1.2527737848152531,trail,10075.468141369623
2025-06-17 16:00:00+00:00,2025-06-20 04:00:00+00:00,short,104241.62,105805.24429999999,0.06443663059834528,15,-108.87550873563987,-1.0805999999999973,-1.4999999999999902,stop,9966.592632633983
2025-06-20 08:00:00+00:00,2025-06-20 12:00:00+00:00,long,105811.74,104224.56390000001,0.06279449793021695,1,-107.57940087665101,-1.0793999999999981,-1.5000000000000013,stop,9859.013231757332
2025-06-20 20:00:00+00:00,2025-06-22 00:00:00+00:00,short,103307.21,101354.43604999999,0.06362262118818446,7,116.42793105997208,1.1809288447340813,1.8902591116341405,trail,9975.441162817304
2025-06-30 04:00:00+00:00,2025-06-30 12:00:00+00:00,long,108503.74,106876.1839,0.061290920557621975,2,-107.67491191145008,-1.079400000000001,-1.5000000000000013,stop,9867.766250905854
2025-07-14 08:00:00+00:00,2025-07-14 12:00:00+00:00,long,122736.04,120894.99939999999,0.05359885192594804,1,-106.51266891227819,-1.0794000000000041,-1.5000000000000013,stop,9761.253581993575
2025-07-18 04:00:00+00:00,2025-07-18 08:00:00+00:00,long,120223.08,118419.7338,0.05412856157067109,1,-105.36297116403864,-1.0794,-1.5000000000000013,stop,9655.890610829536
2025-08-10 04:00:00+00:00,2025-08-11 04:00:00+00:00,long,118500.0,121571.57,0.054322872634765325,6,159.03167950656362,1.6469913125175848,2.592042194092836,trail,9814.922290336099
2025-08-13 20:00:00+00:00,2025-08-14 08:00:00+00:00,long,122744.22,120903.0567,0.053308265976929364,3,-105.94227120188786,-1.0794000000000001,-1.5000000000000013,stop,9708.980019134211
2025-08-17 12:00:00+00:00,2025-08-18 00:00:00+00:00,long,118308.0,116533.38,0.05471019158543357,3,-104.79873032653444,-1.0793999999999977,-1.5000000000000013,stop,9604.181288807677
2025-08-18 04:00:00+00:00,2025-08-19 20:00:00+00:00,short,115319.0,113343.655,0.05552239896176506,10,102.058353681988,1.0626450148428859,1.712939758409282,trail,9706.239642489665
2025-08-21 20:00:00+00:00,2025-08-22 12:00:00+00:00,short,112193.71,113876.61564999999,0.05767548312937012,4,-104.88562557674251,-1.0805999999999918,-1.4999999999999902,stop,9601.354016912923
2025-08-24 20:00:00+00:00,2025-08-25 16:00:00+00:00,short,112600.0,111151.0,0.056846382574972903,5,74.73874738261608,0.7784188277087034,1.2868561278863266,trail,9676.09276429554
2025-09-16 20:00:00+00:00,2025-09-17 16:00:00+00:00,long,116800.13,115048.12805,0.05522877850846878,5,-104.44374529780634,-1.079400000000003,-1.5000000000000013,stop,9571.649018997734
2025-09-25 16:00:00+00:00,2025-09-25 20:00:00+00:00,short,111580.77,109189.41385,0.057188163748990876,1,129.1820022334116,1.3496316254076197,2.143161541186722,trail,9700.831021231146
2025-10-05 08:00:00+00:00,2025-10-05 08:00:00+00:00,long,124713.63,122842.92555,0.05185656676676611,0,-104.71077004316925,-1.0794000000000026,-1.5000000000000013,stop,9596.120251187976
2025-10-15 20:00:00+00:00,2025-10-16 16:00:00+00:00,short,111271.73,108918.04865,0.0574936104686427,5,127.72593548648118,1.331016412290884,2.1152554651572286,trail,9723.846186674458
2025-10-22 04:00:00+00:00,2025-10-23 04:00:00+00:00,short,108216.03,109839.27044999998,0.059903917418238674,6,-105.07588189320317,-1.0805999999999893,-1.4999999999999902,stop,9618.770304781256
2025-11-17 20:00:00+00:00,2025-11-18 04:00:00+00:00,short,91678.93,90158.39465,0.06994533571149705,2,98.72315188643321,1.0263593864733451,1.6585439533380097,trail,9717.49345666769
2025-11-19 20:00:00+00:00,2025-11-19 20:00:00+00:00,short,88884.56,90217.82839999998,0.07288475041235276,0,-105.00723429275006,-1.0805999999999898,-1.4999999999999902,stop,9612.486222374939
2025-11-20 20:00:00+00:00,2025-11-20 20:00:00+00:00,short,86921.27,88225.08905,0.07372561570085158,0,-103.87252611898292,-1.0805999999999931,-1.4999999999999902,stop,9508.613696255956
2025-11-29 04:00:00+00:00,2025-12-01 08:00:00+00:00,short,90680.26,86057.4013,0.06990579644901736,13,315.75162710934086,3.3206904517918208,5.097976891552802,trail,9824.365323365297
2026-01-25 20:00:00+00:00,2026-01-26 00:00:00+00:00,short,86495.17,87792.59754999999,0.0757218799875592,1,-106.16209168428487,-1.0805999999999947,-1.4999999999999902,stop,9718.203231681011
2026-02-04 16:00:00+00:00,2026-02-04 20:00:00+00:00,short,74136.48,72539.6824,0.08739020458556984,1,131.85363304176875,1.3567696609999924,2.1538621741954755,trail,9850.05686472278
2026-02-11 04:00:00+00:00,2026-02-11 08:00:00+00:00,short,68188.0,66898.93000000001,0.09630293565556775,1,116.33566450890308,1.1810659177567828,1.8904645978764512,trail,9966.392529231682
2026-02-12 20:00:00+00:00,2026-02-13 00:00:00+00:00,short,65788.36,66775.18539999999,0.10099448726422812,1,-107.69683767087623,-1.0805999999999867,-1.4999999999999902,stop,9858.695691560806
2026-02-27 16:00:00+00:00,2026-02-28 00:00:00+00:00,short,66095.4,65244.937,0.0994390501362254,2,76.73301788249323,0.7783282929422181,1.2867204071690286,trail,9935.4287094433
2026-03-06 00:00:00+00:00,2026-03-06 16:00:00+00:00,short,70891.02,68530.92510000001,0.09343382475846543,4,212.69665794837297,2.140789936384041,3.3291873921407755,trail,10148.125367391673
2026-03-16 00:00:00+00:00,2026-03-16 04:00:00+00:00,long,72815.25,73966.26375,0.09291208794304007,1,98.76042461527665,0.9731888505498489,1.5807317148536892,trail,10246.88579200695
2026-03-22 00:00:00+00:00,2026-03-23 00:00:00+00:00,short,68918.12,67705.2506,0.09912135146274013,6,112.09587819464227,1.0939506936056835,1.7598701183375254,trail,10358.981670201592
2026-04-07 16:00:00+00:00,2026-04-07 20:00:00+00:00,short,68168.11,69190.63165,0.10130818912442188,1,-111.93915592819792,-1.0805999999999953,-1.4999999999999902,stop,10247.042514273395
2026-04-08 00:00:00+00:00,2026-04-08 12:00:00+00:00,long,71924.22,70845.3567,0.09497998971948897,3,-110.60657689906677,-1.0793999999999975,-1.5000000000000013,stop,10136.435937374328
2026-04-10 20:00:00+00:00,2026-04-12 00:00:00+00:00,long,73236.11,72137.56835,0.0922717489807904,7,-109.41268950801845,-1.0793999999999995,-1.5000000000000013,stop,10027.02324786631
2026-04-14 00:00:00+00:00,2026-04-14 16:00:00+00:00,long,74418.0,75665.91,0.08982614643290879,4,104.00607082896143,1.0372577010938246,1.6768926872530843,trail,10131.029318695271
2026-04-15 20:00:00+00:00,2026-04-16 12:00:00+00:00,long,75002.6,73877.561,0.09005047219425524,4,-109.35433046599715,-1.079400000000004,-1.5000000000000013,stop,10021.674988229273
2026-04-17 16:00:00+00:00,2026-04-18 08:00:00+00:00,long,77785.03,76618.25455,0.08589206250636551,4,-108.17395982294687,-1.079400000000001,-1.5000000000000013,stop,9913.501028406326
2026-05-10 04:00:00+00:00,2026-05-11 00:00:00+00:00,long,80774.99,82075.44505000001,0.08181988862646988,5,98.40844467959275,0.9926709484127897,1.6099724060628207,trail,10011.90947308592
2026-05-14 20:00:00+00:00,2026-05-15 12:00:00+00:00,long,81419.75,80198.45375,0.08197773040804736,4,-108.06855085248938,-1.0793999999999995,-1.5000000000000013,stop,9903.84092223343
2026-05-22 20:00:00+00:00,2026-05-23 08:00:00+00:00,short,75860.44,74668.90220000001,0.08703562245120497,3,95.84538509981013,0.967759739402154,1.5706971907887612,trail,9999.68630733324
2026-06-01 12:00:00+00:00,2026-06-01 16:00:00+00:00,short,72480.0,71428.73,0.0919765112889371,1,88.75041326506832,0.8875319738778552,1.4504277041942681,trail,10088.436720598309
2026-06-10 08:00:00+00:00,2026-06-10 12:00:00+00:00,short,61687.56,61063.4378,0.10902724115524871,1,60.016400026231345,0.5949028743342505,1.011747263143492,trail,10148.453120624541
